answer_id,belongs_question_id,belongs_question_type,answer_title,is_correct,image_id,answer_two_gap_match,answer_view_format,answer_settings,answer_order
470,110,single_choice,program,1,0,NULL,text,NULL,3
471,110,single_choice,short,0,0,NULL,text,NULL,4
472,111,single_choice,sk,0,0,NULL,text,NULL,1
473,111,single_choice,ks,0,0,NULL,text,NULL,2
474,111,single_choice,s,1,0,NULL,text,NULL,3
475,111,single_choice,k,0,0,NULL,text,NULL,4
476,112,single_choice,interface,0,0,NULL,text,NULL,1
477,112,single_choice,throws,0,0,NULL,text,NULL,2
478,112,single_choice,program,1,0,NULL,text,NULL,3
479,112,single_choice,short,0,0,NULL,text,NULL,4
480,113,single_choice,sk,0,0,NULL,text,NULL,1
481,113,single_choice,ks,0,0,NULL,text,NULL,2
482,113,single_choice,s,1,0,NULL,text,NULL,3
483,113,single_choice,k,0,0,NULL,text,NULL,4
484,114,single_choice,"\"30\"",0,0,NULL,text,NULL,1
485,114,single_choice,30,1,0,NULL,text,NULL,2
486,114,single_choice,5*6,0,0,NULL,text,NULL,3
487,114,single_choice,"\"5*6\"",0,0,NULL,text,NULL,4
488,115,single_choice,strip(),0,0,NULL,text,NULL,1
489,115,single_choice,trim(),1,0,NULL,text,NULL,2
490,115,single_choice,stripped(),0,0,NULL,text,NULL,3
491,115,single_choice,trimmed(),0,0,NULL,text,NULL,4
492,116,single_choice,"string / number",1,0,NULL,text,NULL,1
493,116,single_choice,"string / string",NULL,0,NULL,text,NULL,2
494,116,single_choice,"null / null",NULL,0,NULL,text,NULL,3
495,116,single_choice,"string / integer",NULL,0,NULL,text,NULL,4
496,117,single_choice,"function = Geekfunc()",0,0,NULL,text,NULL,1
497,117,single_choice,"function Geekfunc()",1,0,NULL,text,NULL,2
498,117,single_choice,"function := Geekfunc()",0,0,NULL,text,NULL,3
499,117,single_choice,"function : Geekfunc()",0,0,NULL,text,NULL,4
500,118,single_choice,"call Geekfunc();",0,0,NULL,text,NULL,1
501,118,single_choice,"call function GeekFunc();",0,0,NULL,text,NULL,2
502,118,single_choice,Geekfunc();,1,0,NULL,text,NULL,3
503,118,single_choice,"function Geekfunc();",0,0,NULL,text,NULL,4
504,119,single_choice,"มัน return val",0,0,NULL,text,NULL,1
505,119,single_choice,"มัน return 2 เสมอ",0,0,NULL,text,NULL,2
506,119,single_choice,"มัน return 1 ถ้าเป็นจริง ไม่เช่นนั้นก็ return 2",1,0,NULL,text,NULL,3
507,119,single_choice,ไม่มีข้อใดถูก,0,0,NULL,text,NULL,4
508,120,single_choice,"มัน return object ด้วยกลุ่มสี และ array ที่มีค่าของ param",0,0,NULL,text,NULL,1
509,120,single_choice,"มันเปลี่ยน red,green และ blue เป็นค่า hex values ของมั",1,0,NULL,text,NULL,2
510,120,single_choice,"ถูกทั้ง A และ B",NULL,0,NULL,text,NULL,3
511,120,single_choice,ไม่มีข้อใดถูก,NULL,0,NULL,text,NULL,4
512,121,single_choice,"ศาสตร์เกี่ยวกับการศึกษาค้นคว้าทฤษฎีการคำนวณสำหรับคอมพิวเตอร์ และทฤษฎีการประมวลผลสารสนเทศ ทั้งด้านซอฟต์แวร์ ฮาร์ดแวร์ และ เครือข่าย",1,0,NULL,text,NULL,1
513,121,single_choice,"ศาสตร์ที่เกี่ยวข้องกับการออกแบบและสร้างเครื่องหรือระบบคอมพิวเตอร์ และ ระบบที่ใช้คอมพิวเตอร์ ศาสตร์นี้เกี่ยวข้องกับการศึกษาทางด้านฮาร์ดแวร์ ซอฟต์แวร์ การสื่อสาร",0,0,NULL,text,NULL,2
514,121,single_choice,"ศาสตร์ที่เป็นการศึกษาการเก็บ การวิเคราะห์ การตีความ การนำเสนอ และการจัดระเบียบข้อมูล",0,0,NULL,text,NULL,3
515,121,single_choice,"ศาสตร์ที่นำข้อมูลมาผ่านระบบการประมวลผล คำนวณ วิเคราะห์และแปลความหมายเป็นข้อความที่สามารถนำไปใช้ประโยชน์ในด้านต่างๆ",0,0,NULL,text,NULL,4
516,122,single_choice,ระบบโปรแกรมการทำงาน,0,0,NULL,text,NULL,1
517,122,single_choice,การคำนวณ,0,0,NULL,text,NULL,2
518,122,single_choice,เครื่องจักรอิเล็กทรอนิกส์ที่ทำงานตามขั้นตอนของโปรแกรม,1,0,NULL,text,NULL,3
519,122,single_choice,อุปกรณ์ที่ประกอบขึ้น,0,0,NULL,text,NULL,4
520,123,single_choice,"ข้อมูลที่ได้รับการกรอง และเรียบเรียง ที่สามารถนำไปใช้งานได้",0,0,NULL,text,NULL,1
521,123,single_choice,ข้อมูลที่ประมวลผลแล้ว,0,0,NULL,text,NULL,2
522,123,single_choice,"ความเป็นจริงที่ยังเป็นข้อมูลดิบซึ่งไม่ได้ผ่านการประมวลผลใด ๆ",1,0,NULL,text,NULL,3
523,123,single_choice,ผลลัพท์ของการทำงาน,NULL,0,NULL,text,NULL,4
524,124,single_choice,"ข้อมูลที่ได้รับการกรอง และเรียบเรียง ที่สามารถนำไปใช้งานได้",0,0,NULL,text,NULL,1
525,124,single_choice,ข้อมูลที่ประมวลผลแล้ว,1,0,NULL,text,NULL,2
526,124,single_choice,"ความเป็นจริงที่ยังเป็นข้อมูลดิบซึ่งไม่ได้ผ่านการประมวลผลใด ๆ",NULL,0,NULL,text,NULL,3
527,124,single_choice,ผลลัพท์ของการทำงาน,NULL,0,NULL,text,NULL,4
528,125,single_choice,การจัดการข้อมูล,1,0,NULL,text,NULL,1
529,125,single_choice,การทำงานได้อย่างหลากหลาย,NULL,0,NULL,text,NULL,2
530,125,single_choice,การจดจำลำดับการทำงาน,NULL,0,NULL,text,NULL,3
531,125,single_choice,การประมวลผล,NULL,0,NULL,text,NULL,4
532,126,single_choice,การจัดการข้อมูล,0,0,NULL,text,NULL,1
533,126,single_choice,การทำงานได้อย่างหลากหลาย,0,0,NULL,text,NULL,2
534,126,single_choice,การจดจำลำดับการทำงาน,0,0,NULL,text,NULL,3
535,126,single_choice,การประมวลผล,1,0,NULL,text,NULL,4
536,127,single_choice,การจัดการข้อมูล,0,0,NULL,text,NULL,1
537,127,single_choice,การทำงานได้อย่างหลากหลาย,1,0,NULL,text,NULL,2
538,127,single_choice,การจดจำลำดับการทำงาน,NULL,0,NULL,text,NULL,3
539,127,single_choice,การประมวลผล,NULL,0,NULL,text,NULL,4
540,128,single_choice,อุปกรณ์ที่ประกอบขึ้นเป็นเครื่องคอมพิวเตอร์,1,0,NULL,text,NULL,1
541,128,single_choice,การคำนวณ,0,0,NULL,text,NULL,2
542,128,single_choice,เครื่องจักรอิเล็กทรอนิกส์ที่ทำงานตามขั้นตอนของโปรแกรม,NULL,0,NULL,text,NULL,3
543,128,single_choice,ระบบโปรแกรมการทำงาน,NULL,0,NULL,text,NULL,4
544,129,single_choice,"แอรัส ทัวริง",0,0,NULL,text,NULL,1
545,129,single_choice,"มัวริส วิลค์ส",0,0,NULL,text,NULL,2
546,129,single_choice,"จอห์น แบกคัส",0,0,NULL,text,NULL,3
547,129,single_choice,"อลอนโซ เชิร์ช",1,0,NULL,text,NULL,4
548,130,single_choice,0.250,0,0,NULL,text,NULL,1
549,130,single_choice,0.125,1,0,NULL,text,NULL,2
550,130,single_choice,0.375,NULL,0,NULL,text,NULL,3
551,130,single_choice,0.150,NULL,0,NULL,text,NULL,4
552,131,single_choice,"เลขฐาน 2, เลขฐาน 16",0,0,NULL,text,NULL,1
553,131,single_choice,"เลขฐาน 2, เลขฐาน 8",0,0,NULL,text,NULL,2
554,131,single_choice,"เลขฐาน 2, เลขฐาน 10",0,0,NULL,text,NULL,3
555,131,single_choice,"เลขฐาน 2, เลขฐาน 8, เลขฐาน 10, เลขฐาน 16",1,0,NULL,text,NULL,4
556,132,single_choice,17.625,1,0,NULL,text,NULL,1
557,132,single_choice,16.750,0,0,NULL,text,NULL,2
558,132,single_choice,15.255,0,0,NULL,text,NULL,3
559,132,single_choice,14.630,0,0,NULL,text,NULL,4
560,133,single_choice,66,0,0,NULL,text,NULL,1
561,133,single_choice,55,1,0,NULL,text,NULL,2
562,133,single_choice,44,NULL,0,NULL,text,NULL,3
563,133,single_choice,33,NULL,0,NULL,text,NULL,4
564,134,single_choice,23.5,0,0,NULL,text,NULL,1
565,134,single_choice,22.5,0,0,NULL,text,NULL,2
566,134,single_choice,21.5,1,0,NULL,text,NULL,3
567,134,single_choice,20.5,NULL,0,NULL,text,NULL,4
568,135,single_choice,"1 1 0 0 1 0 1 0",0,0,NULL,text,NULL,1
569,135,single_choice,"1 1 1 0 1 1 1 0",0,0,NULL,text,NULL,2
570,135,single_choice,"1 1 1 0 1 0 1 0",1,0,NULL,text,NULL,3
571,135,single_choice,"1 0 1 0 1 0 1 1",NULL,0,NULL,text,NULL,4
572,136,single_choice,"1 1 1 0 0 0 1",0,0,NULL,text,NULL,1
573,136,single_choice,"1 0 0 0 0 1 1",0,0,NULL,text,NULL,2
574,136,single_choice,"1 1 0 1 0 1 1",0,0,NULL,text,NULL,3
575,136,single_choice,"1 1 0 0 0 1 1",1,0,NULL,text,NULL,4
576,138,single_choice,"1 1 1 0 0 1 1 1 0 1",1,0,NULL,text,NULL,1
577,138,single_choice,"1 1 0 1 0 1 1 1 0 1",NULL,0,NULL,text,NULL,2
578,138,single_choice,"1 1 1 1 0 1 0 0 0 1",NULL,0,NULL,text,NULL,3
579,138,single_choice,"1 0 1 0 0 1 1 0 0 1",NULL,0,NULL,text,NULL,4
580,139,single_choice,"ทำหน้าที่รับข้อมูลจากหน่วยคำนวณและตรรกะ มาแสดงผ่านอุปกรณ์แสดงผล",0,0,NULL,text,NULL,1
581,139,single_choice,"ทำหน้าที่รับข้อมูลจากหน่วยความจำ ซึ่งผ่านการประมวลแล้วมาแสดงโดยอาศัย",0,0,NULL,text,NULL,2
582,139,single_choice,"ทำหน้าที่รับข้อมูลจากหน่วยควบคุม นำมาแสดงผล โดยผ่านอุปกรณ์แสดงผล",0,0,NULL,text,NULL,3
583,139,single_choice,"ทำหน้าที่รับข้อมูลจากหน่วยแสดงผล นำมาประมวลผล แล้วแสดงผลโดยอาศัยอุปกรณ์แสดงผล",1,0,NULL,text,NULL,4
584,140,single_choice,"Unicode สามารถเก็บข้อมูลได้มากกว่า 3 byte",0,0,NULL,text,NULL,1
585,140,single_choice,"Unicode เป็นรหัสคอมพิวเตอร์ใช้แทนตัวอักขระ สามารถใช้แทน ตัวอักษร,ตัวเลข,สัญลักษณ์ต่างๆ",1,0,NULL,text,NULL,2
586,140,single_choice,"Unicode สามารถเก็บอักษรได้มากกว่า 1,250 ตัวอักษรจากภาษาทั้งหมด",NULL,0,NULL,text,NULL,3
587,140,single_choice,"ทุกอักขระใน Unicode ไม่สามารถข้ามแพลตฟอร์มไปมาได้",NULL,0,NULL,text,NULL,4
588,141,single_choice,ทำหน้าที่เป็นสื่อกลางระหว่างคนกับคอมพิวเตอร์,0,0,NULL,text,NULL,1
589,141,single_choice,แสดงข้อมูลให้ผู้ใช้รับรู้ผลการทำงานการแสดงผล,0,0,NULL,text,NULL,2
590,141,single_choice,สามารถแสดงให้รู้ถึงการมองเห็นและการได้ยินเสียง,0,0,NULL,text,NULL,3
591,141,single_choice,ถูกทุกข้อ,1,0,NULL,text,NULL,4
592,142,single_choice,สีส้มอ่อน,0,0,NULL,text,NULL,1
593,142,single_choice,สีฟ้าอ่อน,0,0,NULL,text,NULL,2
594,142,single_choice,สีเหลืองอ่อน,1,0,NULL,text,NULL,3
595,142,single_choice,สีน้ำตาลอ่อน,NULL,0,NULL,text,NULL,4
596,143,single_choice,"เพื่อรับข้อมูลต่างๆ เข้ามาในระบบ",0,0,NULL,text,NULL,1
597,143,single_choice,"เพื่อแสดงข้อมูลต่างๆ ที่ได้จากการประมวลผล",1,0,NULL,text,NULL,2
598,143,single_choice,"เพื่อประมวลผลข้อมูล เปรียบเสมือนสมองของมนุษย์",NULL,0,NULL,text,NULL,3
599,143,single_choice,เพื่อควบคุมการทำงานต่างๆ,NULL,0,NULL,text,NULL,4
600,144,single_choice,"รหัสมาตรฐานของการพัฒนาเทคโนโลยี และสารสนเทศขั้นพื้นฐาน",0,0,NULL,text,NULL,1
601,144,single_choice,"รหัสมาตรฐานเพื่อการประมวลผลข้อมูล ผ่านทางอินเตอร์พลีเตอร์",0,0,NULL,text,NULL,2
602,144,single_choice,รหัสมาตรฐานสำหรับการเขียนโปรแกรมขั้นพื้นฐานทางคอมพิวเตอร์,0,0,NULL,text,NULL,3
603,144,single_choice,รหัสมาตรฐานของสหรัฐอเมริกาเพื่อการแลกเปลี่ยนสารสนเทศ,1,0,NULL,text,NULL,4
604,145,single_choice,ไม่ได้ใช้งานแบบซิงโครนัส,1,0,NULL,text,NULL,1
605,145,single_choice,รับทราบเชิงลบ,NULL,0,NULL,text,NULL,2
606,145,single_choice,จุดสิ้นสุดของบล็อกการส่ง,NULL,0,NULL,text,NULL,3
607,145,single_choice,ตัวแยกไฟล์,NULL,0,NULL,text,NULL,4
608,146,single_choice,การรับทราบ,0,0,NULL,text,NULL,1
609,146,single_choice,แท็บแนวนอน,0,0,NULL,text,NULL,2
610,146,single_choice,ฟีดรูปแบบ,1,0,NULL,text,NULL,3
611,146,single_choice,ตัวแอักษรว่างเปล่า,NULL,0,NULL,text,NULL,4
612,147,single_choice,111101,0,0,NULL,text,NULL,1
613,147,single_choice,1010,0,0,NULL,text,NULL,2
614,147,single_choice,1111,1,0,NULL,text,NULL,3
615,147,single_choice,1011,NULL,0,NULL,text,NULL,4
616,148,single_choice,1000001,1,0,NULL,text,NULL,1
617,148,single_choice,1100001,NULL,0,NULL,text,NULL,2
618,148,single_choice,1010100,NULL,0,NULL,text,NULL,3
619,148,single_choice,1000010,NULL,0,NULL,text,NULL,4
620,149,single_choice,,0,8020,NULL,image,NULL,1
621,149,single_choice,,1,8021,NULL,text,NULL,2
622,149,single_choice,,0,8023,NULL,image,NULL,3
623,149,single_choice,,0,8024,NULL,image,NULL,4
624,150,single_choice,,0,8025,NULL,image,NULL,1
625,150,single_choice,,0,8026,NULL,image,NULL,2
626,150,single_choice,,0,8027,NULL,text,NULL,3
627,150,single_choice,,1,8028,NULL,text,NULL,4
628,151,single_choice,,1,8025,NULL,image,NULL,1
629,151,single_choice,,NULL,8023,NULL,image,NULL,2
630,151,single_choice,,NULL,8026,NULL,image,NULL,3
631,151,single_choice,,NULL,8029,NULL,text,NULL,4
632,152,single_choice,,0,8030,NULL,image,NULL,1
633,152,single_choice,,0,8023,NULL,image,NULL,2
634,152,single_choice,,0,8031,NULL,image,NULL,3
635,152,single_choice,,1,8032,NULL,image,NULL,4
636,153,single_choice,n,0,0,NULL,text,NULL,1
637,153,single_choice,"log n",1,0,NULL,text,NULL,2
638,153,single_choice,n/2,0,0,NULL,text,NULL,3
639,153,single_choice,n^2,NULL,0,NULL,text,NULL,4
640,154,single_choice,"การนำเข้า และการส่งออกของข้อมูล",0,0,NULL,text,NULL,1
641,154,single_choice,"หน่วยความจำ และเวลาที่ใช้ในการประมวลผล",1,0,NULL,text,NULL,2
642,154,single_choice,"หน่วยความจำ และการวิเคราะห์ข้อมูล",0,0,NULL,text,NULL,3
643,154,single_choice,"การวิเคราะห์ข้อมูล และสารสนเทศที่คาดว่าจะได้รับ",0,0,NULL,text,NULL,4
644,155,single_choice,"ทุกแผนภาพต้องลูกศรแสดงทิศทางการเข้า และออก",1,0,NULL,text,NULL,1
645,155,single_choice,ใช้สัญลักษณ์ตามที่กำหนดไว้เพียงบางครั้ง,0,0,NULL,text,NULL,2
646,155,single_choice,"ใช้คำอธิบายเนื้อหาให้ยาวได้มากที่สุด เพื่อให้ผู้อ่านเข้าใจในผังงาน",NULL,0,NULL,text,NULL,3
647,155,single_choice,ไม่จำเป็นต้องมีการทดสอบความถูกต้องของผังงาน,NULL,0,NULL,text,NULL,4
648,156,single_choice," ต้องมีความถูกต้อง",0,0,NULL,text,NULL,1
649,156,single_choice,ต้องสามารถนำกลับมาใช้ใหม่ได้,0,0,NULL,text,NULL,2
650,156,single_choice,"ต้องสามารถปรับปรุงได้ง่าย ถ้านำมาใช้ต่อในอนาคต",0,0,NULL,text,NULL,3
651,156,single_choice,ถูกทุกข้อ,1,0,NULL,text,NULL,4
652,157,single_choice,"มีลำดับการทำงานเป็นไปตามขั้นตอนก่อน และหลัง",0,0,NULL,text,NULL,1
653,157,single_choice,มีเงื่อนไขเป็นตัวกำหนดเส้นทาง,1,0,NULL,text,NULL,2
654,157,single_choice,"มีการกลับไปทำงานอีกครั้ง จนกระทั้งผ่านเงื่อนไข",NULL,0,NULL,text,NULL,3
655,157,single_choice,"ต้องทำงานนั้นให้เสร็จก่อน จึงจะสามารถทำงานต่อไปได้",NULL,0,NULL,text,NULL,4
656,158,single_choice,"การตรวจสอบความถูกต้อง และแก้ไขได้ยากเมื่อเกิดข้อผิดพลาด",1,0,NULL,text,NULL,1
657,158,single_choice,"ปรับปรุง เปลี่ยนแปลง และแก้ไขได้อย่างรวดเร็ว",NULL,0,NULL,text,NULL,2
658,158,single_choice,ทำให้ผู้อื่นสามารถศึกษาการทำงานของโปรแกรมการทำงานได้ง่าย,NULL,0,NULL,text,NULL,3
659,158,single_choice,"สามารถเขียน Pseudo code ได้อย่างไม่สับสน",NULL,0,NULL,text,NULL,4
660,162,single_choice,"BeginRead A,B A =B+C Print A End",0,0,NULL,text,NULL,1
661,162,single_choice,"BeginRead B,C Print A A =B+C End",0,0,NULL,text,NULL,2
662,162,single_choice,"BeginRead B,C A =B+C Print A End",1,0,NULL,text,NULL,3
663,162,single_choice,"BeginRead A,B Print C C =A+B End",0,0,NULL,text,NULL,4
664,164,single_choice,ใช้คําสั่งเป็นภาษาคอมพิวเตอร์ระดับสูง,0,0,NULL,text,NULL,1
665,164,single_choice,"ใช้ย่อหน้าในการแสดงกลุ่มของเงื่อนไข และคําสั่งย่อย",1,0,NULL,text,NULL,2
666,164,single_choice,ในการเขียนคําส่ังสามารถมีทางออกหรือสิ้นสุดได้หลายทาง,0,0,NULL,text,NULL,3
667,164,single_choice,ในการเขียนคําสั่งไม่จําเป็นต้องเรียงลําดับการทํางาน,0,0,NULL,text,NULL,4
668,165,single_choice,วิเคราะห์ปัญหา->เขียนโปรแกรม->เขียนผังงานและรหัสเทียม->ทดสอบและแก้ไขโปรแกรม->ทําเอกสาร,0,0,NULL,text,NULL,1
669,165,single_choice,วิเคราะห์ปัญหา->เขียนผังงานและรหัสเทียม->เขียนโปรแกรม->ทดสอบและแก้ไขโปรแกรม->ทําเอกสาร,1,0,NULL,text,NULL,2
670,165,single_choice,วิเคราะห์ปัญหา->เขียนโปรแกรม->ทดสอบและแก้ไขโปรแกรม->เขียนผังงานและรหัสเทียม–>ทําเอกสาร,0,0,NULL,text,NULL,3
671,165,single_choice,"วิเคราะห์ปัญหา-> เขียนผังงานและรหัสเทียม-> ทดสอบและแก้ไขโปรแกรม-> เขียนโปรแกรม–>ทําเอกสาร",NULL,0,NULL,text,NULL,4
672,166,single_choice,"ใช้คําว่า FOR ในการทําซ้ำ",0,0,NULL,text,NULL,1
673,166,single_choice,"ใช้คําว่า if ในการแสดงผลข้อมูล",1,0,NULL,text,NULL,2
674,166,single_choice,"ใช้คําว่า print ในการแสดงข้อมูล",NULL,0,NULL,text,NULL,3
675,166,single_choice,"ใช้คําว่า READ ในการรับข้อมูล",NULL,0,NULL,text,NULL,4
677,167,single_choice,"ใช้คําว่า END ในการเริ่มต้นคำสั่ง",0,0,NULL,text,NULL,1
678,167,single_choice,"ใช้คําว่า SET ในการกำหนดค่า",1,0,NULL,text,NULL,2
679,167,single_choice,"ใช้คําว่า Boolean ในการรับข้อมูล",0,0,NULL,text,NULL,3
680,167,single_choice,"ใช้คําว่า NOR ในการเว้นบรรทัด",0,0,NULL,text,NULL,4
681,168,single_choice,^,0,0,NULL,text,NULL,1
682,168,single_choice,DISPLAY,0,0,NULL,text,NULL,2
683,168,single_choice,"READ, GET",0,0,NULL,text,NULL,3
684,168,single_choice,"SET, =",1,0,NULL,text,NULL,4
685,169,single_choice,FOR...ENDFOR,0,0,NULL,text,NULL,1
686,169,single_choice,BEGIN...END,0,0,NULL,text,NULL,2
687,169,single_choice,CAST...OF...ENDCASE,1,0,NULL,text,NULL,3
688,169,single_choice,*,0,0,NULL,text,NULL,4
689,170,single_choice,GET,0,0,NULL,text,NULL,1
690,170,single_choice,REPEAT...UNTIL,1,0,NULL,text,NULL,2
691,170,single_choice,INPUT,NULL,0,NULL,text,NULL,3
692,170,single_choice,IF...THEN...ELSE...ENDIF,NULL,0,NULL,text,NULL,4
693,171,single_choice,"ไม่สามารถแก้ไข หรือปรับปรุงแบบพื้นฐานงานได้หากเราต้องการเพิ่มเติมความคิดใหม่ๆ",0,0,NULL,text,NULL,1
694,171,single_choice,เป็นเครื่องมือในการจัดทำผังงานเบื้องต้น,0,0,NULL,text,NULL,2
695,171,single_choice,"เป็นตัวกำหนดงานเขียนโปรแกรมในขั้นต้น เพื่อให้นักโปรแกรมนำองค์ความรู้ไปพัฒนา",1,0,NULL,text,NULL,3
696,171,single_choice,ไม่มีข้อใดถูกต้อง,0,0,NULL,text,NULL,4
697,172,single_choice,"ในหนึ่งบรรทัด ให้เขียนประโยคคำได้มากสุดเพียงสองคำสั่งเท่านั้น",0,0,NULL,text,NULL,1
698,172,single_choice,"ไม่จำเป็นต้องมีย่อหน้าในการเขียนรหัสเทียม แต่ต้องเข้าใจภาพรวมให้ได้",0,0,NULL,text,NULL,2
699,172,single_choice,"ต้องเขียนรหัสเทียมลำดับจากบน ลงล่าง มีทิศทางจากขวา ไปซ้ายเพื่อให้ง่ายต่อการประมวลผล",0,0,NULL,text,NULL,3
700,172,single_choice,"กลุ่มของประโยคคำสั่ง อาจจัดให้อยู่ในรูปของโมดูล",1,0,NULL,text,NULL,4
701,179,single_choice,"Stage, Sheet, File",0,0,NULL,text,NULL,1
702,179,single_choice,"Stage, Sheet, File",0,0,NULL,text,NULL,2
703,179,single_choice,"stage, sprite, script",1,0,NULL,text,NULL,3
704,179,single_choice,"Database, Sheet",0,0,NULL,text,NULL,4
705,180,single_choice,"โปรแกรมภาษาพัฒนาโดยทีมงาน Media Lap MIT",0,0,NULL,text,NULL,1
706,180,single_choice,โปรแกรมฝึกการเขียนคำสั่งด้วยการเขียนโปรแกรมภาษาอย่างง่าย,0,0,NULL,text,NULL,2
707,180,single_choice,โปรแกรมในการต่อบล็อกคําสั่งเพื่อสร้างโปรแกรมสคริปต์ให้กับตัวละครเท่านั้น,0,0,NULL,text,NULL,3
708,180,single_choice,"โปรแกรมภาษาที่ผู้เรียนสามารถสร้างชิ้นงานได้อย่างง่าย เช่น นิทานที่สามารถโต้ตอบกับผู้อ่านได้ ภาพเคลื่อนไหว เกม ดนตรี และศิลปะ",1,0,NULL,text,NULL,4
709,181,single_choice,ทำซ้ำตลอด,0,0,NULL,text,NULL,1
710,181,single_choice,เคลื่อน...ก้าว,0,0,NULL,text,NULL,2
711,181,single_choice,เมื่อธงเขียวถูกคลิก,1,0,NULL,text,NULL,3
712,181,single_choice,พูด...เป็นเวลา...วินาที,NULL,0,NULL,text,NULL,4
713,182,single_choice,"X : 0, Y : 0",1,0,NULL,text,NULL,1
714,182,single_choice,"X : 1, Y : 0",NULL,0,NULL,text,NULL,2
715,182,single_choice,"X : -1, Y : 1",NULL,0,NULL,text,NULL,3
716,182,single_choice,"X : 1, Y : -1",NULL,0,NULL,text,NULL,4
717,183,single_choice,คำสั่งที่กำหนดการทำงานแบบวนซ้ำไม่รู้จบ,0,0,NULL,text,NULL,1
718,183,single_choice,คำสั่งที่ใช้ในการทำงานแบบวนซ้ำแบบมีเงื่อนไข,1,0,NULL,text,NULL,2
719,183,single_choice,คำสั่งที่กำหนดการทำงานแบบวนซ้ำตามจำนวนรอบที่กำหนด,NULL,0,NULL,text,NULL,3
720,183,single_choice,คำสั่งกำหนดค่าเริ่มต้นให้กับตัวแปร,NULL,0,NULL,text,NULL,4
721,184,single_choice,"บล็อกคำสั่ง Make a Varible",1,0,NULL,text,NULL,1
722,184,single_choice,"บล็อกคำสั่ง Motion",NULL,0,NULL,text,NULL,2
723,184,single_choice,"บล็อกคำสั่ง Looks",NULL,0,NULL,text,NULL,3
724,184,single_choice,"บล็อกคำสั่ง Pen",NULL,0,NULL,text,NULL,4
725,185,single_choice,"ลากตัวละครไปวาง ณ ตำแหน่งที่ต้องการทุกครั้งก่อนคลิกธงเขียว",0,0,NULL,text,NULL,1
726,185,single_choice,"ลากตัวละครไปวาง ณ ตำแหน่งที่ต้องการ > เขียนสคริปต์โดยใช้บล็อกเมื่อธงเขียวถูกคลิก > ไปยัง X : Y : สังเกตค่า X และ Y ของตัวละครบริเวณเวที แล้วเติมค่า X และ Y ลงไป",0,0,NULL,text,NULL,2
727,185,single_choice,"ลากตัวละครไปวาง ณ ตำแหน่งที่ต้องการ > เขียนสคริปต์โดยใช้บล็อกเมื่อธงเขียวถูกคลิก > ไปยัง X : Y : สังเกตค่า X และ Y ของตัวละครบริเวณตัวละครที่ถูกเลือก แล้วเติมค่า X และ Y ลงไป",1,0,NULL,text,NULL,3
728,185,single_choice,"ลากตัวละครไปวาง ณ ตำแหน่งที่ต้องการ > เขียนสคริปต์โดยใช้บล็อกเมื่อธงเขียวถูกคลิก > ไปยัง X : Y : สังเกตค่า X และ Y ของตัวละครบริเวณเวที แล้วเติมค่า X : 0 และ Y : 0 ลงไป",NULL,0,NULL,text,NULL,4
729,186,single_choice,ตัวละครเดินถอยหลัง,1,0,NULL,text,NULL,1
730,186,single_choice,ตัวละครก้าวเร็วขึ้น,NULL,0,NULL,text,NULL,2
731,186,single_choice,ตัวละครก้าวช้าลง,NULL,0,NULL,text,NULL,3
732,186,single_choice,ตัวละครตีลังกา,NULL,0,NULL,text,NULL,4
733,187,single_choice,เมื่อคลิกที่ปุ่มธงเขียวเป็นการเริ่มต้นการทํางานทุกสคริปต์ที่เริ่มต้นสคริปต์ด้วยบล็อกธงเขียว,0,0,NULL,text,NULL,1
734,187,single_choice,เมื่อคลิกที่ปุ่มธงเขียวตัวละครที่แสดงสคริปต์อยู่ในขณะนั้นจะทํางานเพียงตัวละครเดียว,0,0,NULL,text,NULL,2
735,187,single_choice,เมื่อคลิกที่สคริปต์ที่เริ่มต้นด้วยบล็อกธงเขียวสคริปต์นั้นจะทํางานเพียงสคริปต์เดียว,0,0,NULL,text,NULL,3
736,187,single_choice,"ถูกทั้งข้อ A และข้อ C",1,0,NULL,text,NULL,4
737,188,single_choice,Repeat,0,0,NULL,text,NULL,1
738,188,single_choice,Forever,0,0,NULL,text,NULL,2
739,188,single_choice,"Wait until",1,0,NULL,text,NULL,3
740,188,single_choice,"Repeat until",NULL,0,NULL,text,NULL,4
741,189,single_choice,LAN,0,0,NULL,text,NULL,1
742,189,single_choice,MAN,0,0,NULL,text,NULL,2
743,189,single_choice,WAN,0,0,NULL,text,NULL,3
744,189,single_choice,NAN,1,0,NULL,text,NULL,4
745,190,single_choice,"แตกต่างตรงที่สามารถเชื่อมโยงได้ ในระยะทางที่ไกลมากกว่า",1,0,NULL,text,NULL,1
746,190,single_choice,"มีการใช้งานที่คุ้มค่ากว่า และสามารถเชื่อมต่อได้อย่างหลากหลาย",0,0,NULL,text,NULL,2
747,190,single_choice,"มีประสิทธิภาพกว่าประมวนผลไม่ค่อยถูกต้อง และไม่ค่อยแม่นยำ",0,0,NULL,text,NULL,3
748,190,single_choice,"ราคาถูกกว่าเป็นอย่างมาก เมื่อเทียบกับ LAN",0,0,NULL,text,NULL,4
749,191,single_choice,"Transport Layer",1,0,NULL,text,NULL,1
750,191,single_choice,"Session Layer",NULL,0,NULL,text,NULL,2
751,191,single_choice,"Application Layer",NULL,0,NULL,text,NULL,3
